id,visitors
air_00a91d42b08b08d9_2017-04-23,20.445067133080983
air_00a91d42b08b08d9_2017-04-24,20.90886574268413
air_00a91d42b08b08d9_2017-04-25,25.740258588860552
air_00a91d42b08b08d9_2017-04-26,28.108743481135107
air_00a91d42b08b08d9_2017-04-27,28.482626816827256
air_00a91d42b08b08d9_2017-04-28,29.77555412387443
air_00a91d42b08b08d9_2017-04-29,14.874507589648264
air_00a91d42b08b08d9_2017-04-30,20.445067133080983
air_00a91d42b08b08d9_2017-05-01,20.38004483454491
air_00a91d42b08b08d9_2017-05-02,25.32344746153278
air_00a91d42b08b08d9_2017-05-03,28.243280250118328
air_00a91d42b08b08d9_2017-05-04,28.40489721899045
air_00a91d42b08b08d9_2017-05-05,30.11747125913656
air_00a91d42b08b08d9_2017-05-06,14.155270186569973
air_00a91d42b08b08d9_2017-05-07,20.345894247692236
air_00a91d42b08b08d9_2017-05-08,20.38004483454491
air_00a91d42b08b08d9_2017-05-09,25.32344746153278
air_00a91d42b08b08d9_2017-05-10,28.421866222253495
air_00a91d42b08b08d9_2017-05-11,28.58842736946808
air_00a91d42b08b08d9_2017-05-12,30.341120487671922
air_00a91d42b08b08d9_2017-05-13,14.155270186569973
air_00a91d42b08b08d9_2017-05-14,20.345894247692236
air_00a91d42b08b08d9_2017-05-15,20.38004483454491
air_00a91d42b08b08d9_2017-05-16,25.32344746153278
air_00a91d42b08b08d9_2017-05-17,28.421866222253495
air_00a91d42b08b08d9_2017-05-18,28.58842736946808
air_00a91d42b08b08d9_2017-05-19,30.341120487671922
air_00a91d42b08b08d9_2017-05-20,14.155270186569973
air_00a91d42b08b08d9_2017-05-21,20.345894247692236
air_00a91d42b08b08d9_2017-05-22,20.38004483454491
air_00a91d42b08b08d9_2017-05-23,25.32344746153278
air_00a91d42b08b08d9_2017-05-24,28.421866222253495
air_00a91d42b08b08d9_2017-05-25,28.58842736946808
air_00a91d42b08b08d9_2017-05-26,30.341120487671922
air_00a91d42b08b08d9_2017-05-27,14.155270186569973
air_00a91d42b08b08d9_2017-05-28,20.345894247692236
air_00a91d42b08b08d9_2017-05-29,20.38004483454491
air_00a91d42b08b08d9_2017-05-30,25.32344746153278
air_00a91d42b08b08d9_2017-05-31,28.421866222253495
air_0164b9927d20bcc3_2017-04-23,18.609147389007855
air_0164b9927d20bcc3_2017-04-24,11.093166056101078
air_0164b9927d20bcc3_2017-04-25,20.386880528873505
air_0164b9927d20bcc3_2017-04-26,19.576253428418102
air_0164b9927d20bcc3_2017-04-27,20.503611728939152
air_0164b9927d20bcc3_2017-04-28,9.952095235507553
air_0164b9927d20bcc3_2017-04-29,5.5800568359105664
air_0164b9927d20bcc3_2017-04-30,18.609147389007855
air_0164b9927d20bcc3_2017-05-01,18.78688690485724
air_0164b9927d20bcc3_2017-05-02,18.843808342102633
air_0164b9927d20bcc3_2017-05-03,8.298349769497172
air_0164b9927d20bcc3_2017-05-04,7.677626286103626
air_0164b9927d20bcc3_2017-05-05,19.864483723987775
air_0164b9927d20bcc3_2017-05-06,4.948403868902137
air_0164b9927d20bcc3_2017-05-07,18.494351741975503
air_0164b9927d20bcc3_2017-05-08,10.638041806182228
air_0164b9927d20bcc3_2017-05-09,20.34354992850866
air_0164b9927d20bcc3_2017-05-10,8.024385121747777
air_0164b9927d20bcc3_2017-05-11,7.400830129005355
air_0164b9927d20bcc3_2017-05-12,9.927987219077721
air_0164b9927d20bcc3_2017-05-13,21.056366271759277
air_0164b9927d20bcc3_2017-05-14,18.494351741975503
air_0164b9927d20bcc3_2017-05-15,10.638041806182228
air_0164b9927d20bcc3_2017-05-16,7.571018073908977
air_0164b9927d20bcc3_2017-05-17,8.024385121747777
air_0164b9927d20bcc3_2017-05-18,7.400830129005355
air_0164b9927d20bcc3_2017-05-19,9.927987219077721
air_0164b9927d20bcc3_2017-05-20,4.948403868902137
air_0164b9927d20bcc3_2017-05-21,18.494351741975503
air_0164b9927d20bcc3_2017-05-22,10.638041806182228
air_0164b9927d20bcc3_2017-05-23,7.571018073908977
air_0164b9927d20bcc3_2017-05-24,8.024385121747777
air_0164b9927d20bcc3_2017-05-25,7.400830129005355
air_0164b9927d20bcc3_2017-05-26,9.927987219077721
air_0164b9927d20bcc3_2017-05-27,4.948403868902137
air_0164b9927d20bcc3_2017-05-28,18.494351741975503
air_0164b9927d20bcc3_2017-05-29,10.638041806182228
air_0164b9927d20bcc3_2017-05-30,7.571018073908977
air_0164b9927d20bcc3_2017-05-31,8.024385121747777
air_0241aa3964b7f861_2017-04-23,9.968612498494535
air_0241aa3964b7f861_2017-04-24,7.638412787304697
air_0241aa3964b7f861_2017-04-25,8.938720225099964
air_0241aa3964b7f861_2017-04-26,8.791862703260287
air_0241aa3964b7f861_2017-04-27,15.126224184377804
air_0241aa3964b7f861_2017-04-28,7.384305180003437
air_0241aa3964b7f861_2017-04-29,13.242903363910116
air_0241aa3964b7f861_2017-04-30,9.968612498494535
air_0241aa3964b7f861_2017-05-01,7.817353509770671
air_0241aa3964b7f861_2017-05-02,8.823021889578841
air_0241aa3964b7f861_2017-05-03,9.224587654227248
air_0241aa3964b7f861_2017-05-04,15.470282892875453
air_0241aa3964b7f861_2017-05-05,7.448052775070616
air_0241aa3964b7f861_2017-05-06,12.98316658883347
air_0241aa3964b7f861_2017-05-07,10.276250233411622
air_0241aa3964b7f861_2017-05-08,7.817353509770671
air_0241aa3964b7f861_2017-05-09,8.823021889578841
air_0241aa3964b7f861_2017-05-10,8.878972268868779
air_0241aa3964b7f861_2017-05-11,15.352056365797015
air_0241aa3964b7f861_2017-05-12,7.088575154560875
air_0241aa3964b7f861_2017-05-13,12.98316658883347
air_0241aa3964b7f861_2017-05-14,10.276250233411622
air_0241aa3964b7f861_2017-05-15,7.817353509770671
air_0241aa3964b7f861_2017-05-16,8.823021889578841
air_0241aa3964b7f861_2017-05-17,8.878972268868779
air_0241aa3964b7f861_2017-05-18,15.352056365797015
air_0241aa3964b7f861_2017-05-19,7.088575154560875
air_0241aa3964b7f861_2017-05-20,12.98316658883347
air_0241aa3964b7f861_2017-05-21,10.276250233411622
air_0241aa3964b7f861_2017-05-22,7.817353509770671
air_0241aa3964b7f861_2017-05-23,8.823021889578841
air_0241aa3964b7f861_2017-05-24,8.878972268868779
air_0241aa3964b7f861_2017-05-25,15.352056365797015
air_0241aa3964b7f861_2017-05-26,7.088575154560875
air_0241aa3964b7f861_2017-05-27,12.98316658883347
air_0241aa3964b7f861_2017-05-28,10.276250233411622
air_0241aa3964b7f861_2017-05-29,7.817353509770671
air_0241aa3964b7f861_2017-05-30,8.823021889578841
air_0241aa3964b7f861_2017-05-31,8.878972268868779
air_0328696196e46f18_2017-04-23,14.957463011740096
air_0328696196e46f18_2017-04-24,9.659734020256305
air_0328696196e46f18_2017-04-25,10.195587300054436
air_0328696196e46f18_2017-04-26,7.234944065240516
air_0328696196e46f18_2017-04-27,8.701966518917118
air_0328696196e46f18_2017-04-28,8.900388069987425
air_0328696196e46f18_2017-04-29,8.14308849212479
air_0328696196e46f18_2017-04-30,14.957463011740096
air_0328696196e46f18_2017-05-01,9.474185799697747
air_0328696196e46f18_2017-05-02,10.146358918989318
air_0328696196e46f18_2017-05-03,7.201886595405611
air_0328696196e46f18_2017-05-04,8.793000476081982
air_0328696196e46f18_2017-05-05,8.910387123610526
air_0328696196e46f18_2017-05-06,8.085487532588116
air_0328696196e46f18_2017-05-07,14.684140681871959
air_0328696196e46f18_2017-05-08,9.474185799697747
air_0328696196e46f18_2017-05-09,10.146358918989318
air_0328696196e46f18_2017-05-10,6.9362390364080095
air_0328696196e46f18_2017-05-11,8.568873677924145
air_0328696196e46f18_2017-05-12,8.637828777000639
air_0328696196e46f18_2017-05-13,8.085487532588116
air_0328696196e46f18_2017-05-14,14.684140681871959
air_0328696196e46f18_2017-05-15,9.474185799697747
air_0328696196e46f18_2017-05-16,10.146358918989318
air_0328696196e46f18_2017-05-17,6.9362390364080095
air_0328696196e46f18_2017-05-18,8.568873677924145
air_0328696196e46f18_2017-05-19,8.637828777000639
air_0328696196e46f18_2017-05-20,8.085487532588116
air_0328696196e46f18_2017-05-21,14.684140681871959
air_0328696196e46f18_2017-05-22,9.474185799697747
air_0328696196e46f18_2017-05-23,10.146358918989318
air_0328696196e46f18_2017-05-24,6.9362390364080095
air_0328696196e46f18_2017-05-25,8.568873677924145
air_0328696196e46f18_2017-05-26,8.637828777000639
air_0328696196e46f18_2017-05-27,8.085487532588116
air_0328696196e46f18_2017-05-28,14.684140681871959
air_0328696196e46f18_2017-05-29,9.474185799697747
air_0328696196e46f18_2017-05-30,10.146358918989318
air_0328696196e46f18_2017-05-31,6.9362390364080095
air_034a3d5b40d5b1b1_2017-04-23,18.603353605583948
air_034a3d5b40d5b1b1_2017-04-24,13.993342038942863
air_034a3d5b40d5b1b1_2017-04-25,16.536866841066796
air_034a3d5b40d5b1b1_2017-04-26,16.65281715211339
air_034a3d5b40d5b1b1_2017-04-27,11.230844583391734
air_034a3d5b40d5b1b1_2017-04-28,18.97340372158911
air_034a3d5b40d5b1b1_2017-04-29,20.153119403943837
air_034a3d5b40d5b1b1_2017-04-30,18.603353605583948
air_034a3d5b40d5b1b1_2017-05-01,13.167041793419916
air_034a3d5b40d5b1b1_2017-05-02,16.15196288689167
air_034a3d5b40d5b1b1_2017-05-03,15.181776089829878
air_034a3d5b40d5b1b1_2017-05-04,10.761973046884805
air_034a3d5b40d5b1b1_2017-05-05,18.830705126186114
air_034a3d5b40d5b1b1_2017-05-06,19.1203258633235
air_034a3d5b40d5b1b1_2017-05-07,17.016752102992196
air_034a3d5b40d5b1b1_2017-05-08,13.167041793419916
air_034a3d5b40d5b1b1_2017-05-09,16.15196288689167
air_034a3d5b40d5b1b1_2017-05-10,15.06155296461288
air_034a3d5b40d5b1b1_2017-05-11,10.51110253423198
air_034a3d5b40d5b1b1_2017-05-12,18.717308977646102
air_034a3d5b40d5b1b1_2017-05-13,19.1203258633235
air_034a3d5b40d5b1b1_2017-05-14,17.016752102992196
air_034a3d5b40d5b1b1_2017-05-15,13.167041793419916
air_034a3d5b40d5b1b1_2017-05-16,16.15196288689167
air_034a3d5b40d5b1b1_2017-05-17,15.06155296461288
air_034a3d5b40d5b1b1_2017-05-18,10.51110253423198
air_034a3d5b40d5b1b1_2017-05-19,18.717308977646102
air_034a3d5b40d5b1b1_2017-05-20,19.1203258633235
air_034a3d5b40d5b1b1_2017-05-21,17.016752102992196
air_034a3d5b40d5b1b1_2017-05-22,13.167041793419916
air_034a3d5b40d5b1b1_2017-05-23,16.15196288689167
air_034a3d5b40d5b1b1_2017-05-24,15.06155296461288
air_034a3d5b40d5b1b1_2017-05-25,10.51110253423198
air_034a3d5b40d5b1b1_2017-05-26,18.717308977646102
air_034a3d5b40d5b1b1_2017-05-27,19.1203258633235
air_034a3d5b40d5b1b1_2017-05-28,17.016752102992196
air_034a3d5b40d5b1b1_2017-05-29,13.167041793419916
air_034a3d5b40d5b1b1_2017-05-30,16.15196288689167
air_034a3d5b40d5b1b1_2017-05-31,15.06155296461288
air_036d4f1ee7285390_2017-04-23,21.848578589596453
air_036d4f1ee7285390_2017-04-24,17.861160690116794
air_036d4f1ee7285390_2017-04-25,19.124249594113113
air_036d4f1ee7285390_2017-04-26,22.586373131009292
air_036d4f1ee7285390_2017-04-27,15.100171241347956
air_036d4f1ee7285390_2017-04-28,21.411930439281896
air_036d4f1ee7285390_2017-04-29,23.55518128978793
air_036d4f1ee7285390_2017-04-30,21.848578589596453
air_036d4f1ee7285390_2017-05-01,18.958667012032436
air_036d4f1ee7285390_2017-05-02,20.368985592491462
air_036d4f1ee7285390_2017-05-03,23.322186162735385
air_036d4f1ee7285390_2017-05-04,15.85113757614607
air_036d4f1ee7285390_2017-05-05,22.066286725032167
air_036d4f1ee7285390_2017-05-06,24.4297206491084
air_036d4f1ee7285390_2017-05-07,22.3872106286846
air_036d4f1ee7285390_2017-05-08,18.958667012032436
air_036d4f1ee7285390_2017-05-09,20.368985592491462
air_036d4f1ee7285390_2017-05-10,23.397774106531205
air_036d4f1ee7285390_2017-05-11,15.716371131624378
air_036d4f1ee7285390_2017-05-12,22.145994441830016
air_036d4f1ee7285390_2017-05-13,24.4297206491084
air_036d4f1ee7285390_2017-05-14,22.3872106286846
air_036d4f1ee7285390_2017-05-15,18.958667012032436
air_036d4f1ee7285390_2017-05-16,20.368985592491462
air_036d4f1ee7285390_2017-05-17,23.397774106531205
air_036d4f1ee7285390_2017-05-18,15.716371131624378
air_036d4f1ee7285390_2017-05-19,22.145994441830016
air_036d4f1ee7285390_2017-05-20,24.4297206491084
air_036d4f1ee7285390_2017-05-21,22.3872106286846
air_036d4f1ee7285390_2017-05-22,18.958667012032436
air_036d4f1ee7285390_2017-05-23,20.368985592491462
air_036d4f1ee7285390_2017-05-24,23.397774106531205
air_036d4f1ee7285390_2017-05-25,15.716371131624378
air_036d4f1ee7285390_2017-05-26,22.145994441830016
air_036d4f1ee7285390_2017-05-27,24.4297206491084
air_036d4f1ee7285390_2017-05-28,22.3872106286846
air_036d4f1ee7285390_2017-05-29,18.958667012032436
